ID,Latitude,Longitude
228,30.177159,-97.829436
229,30.186911,-97.814197
230,30.225172,-97.671835
231,30.447046,-97.777075
232,30.38715,-97.93575
233,30.372618,-97.696612
234,30.222285,-97.860129
235,30.194604,-97.813426
236,30.202568,-97.780873
237,30.399156,-97.851646
238,30.424089,-97.692332
239,30.389663,-97.688182
240,30.284298,-97.6275
241,30.399156,-97.851646
242,30.354552,-97.612149
243,30.159883,-97.827407
244,30.182751,-97.792672
246,30.19686,-97.975692
247,30.261189,-97.669461
248,30.170787,-97.818963
249,30.22641,-97.742265
250,30.498752,-97.789067
251,30.32014,-97.672487
252,30.159405,-97.738359
253,30.373746,-97.92355
254,30.284179,-97.712127
255,30.461047,-97.682787
256,30.147484,-97.742013
257,30.15838,-97.830962
258,30.493812,-97.789063
259,30.283142,-97.627407
260,30.3809,-97.705711
261,30.346431,-97.618609
262,30.382259,-97.67567
263,30.449808,-97.801955
264,30.444483,-97.757008
265,30.450291,-97.798871
266,30.448474,-97.813197
267,30.15515,-97.836641
268,30.336846,-97.7109
269,30.235688,-97.703008
270,30.372126,-97.615757
271,30.363334,-97.710156
272,30.462158,-97.764232
273,30.15107,-97.740555
274,30.460952,-97.80697
275,30.353307,-97.99003
276,30.392733,-97.654309
277,30.275511,-97.682109
278,30.291085,-97.858717
279,30.203036,-97.793903
280,30.252828,-97.875505
281,30.144281,-97.844284
282,30.488833,-97.741575
283,30.31543,-97.651842
284,30.267436,-97.690005
285,30.459095,-97.685651
286,30.162269,-97.797298
287,30.451277,-97.690575
288,30.291084,-97.728785
289,30.128828,-97.776921
290,30.146796,-97.842846
291,30.397769,-97.657292
292,30.206251,-97.794723
293,30.456568,-97.756029
294,30.349427,-97.616589
295,30.144218,-97.842336
296,30.14054,-97.768117
297,30.161526,-97.782037
298,30.440181,-97.764847
299,30.415646,-97.737645
300,30.437101,-97.74537
301,30.154743,-97.832603
302,30.356649,-97.618238
303,30.152505,-97.748402
304,30.267436,-97.749731
305,30.392031,-97.93775
306,30.361001,-97.704329
307,30.448247,-97.676672
308,30.347164,-97.690333
309,30.25129,-97.774185
310,30.496432,-97.777514
311,30.203678,-97.817001
312,30.232591,-97.767338
313,30.303576,-97.721776
314,30.440956,-97.68456
315,30.497331,-97.778372
316,30.210277,-97.847684
317,30.495016,-97.783239
318,30.380825,-97.681195
319,30.396626,-97.648823
320,30.178737,-97.79235
321,30.195242,-97.834567
322,30.347912,-97.752379
323,30.168201,-97.797526
324,30.457707,-97.756933
325,30.206561,-97.851399
326,30.153532,-97.738935
327,30.364843,-97.643672
328,30.380672,-97.677461
329,30.328317,-97.69574
330,30.313173,-97.658829
331,30.211238,-97.848668
332,30.224713,-97.839361
333,30.38212,-97.700692
334,30.156581,-97.830767
335,30.458073,-97.758568
336,30.171741,-97.81888
337,30.366139,-97.650484
338,30.146774,-97.838141
339,30.346608,-97.616413
340,30.460667,-97.801755
341,30.17577,-97.808731
342,30.356603,-97.718799
343,30.314851,-97.658553
344,30.152889,-97.827354
345,30.195363,-97.752782
346,30.177544,-97.817186
347,30.445254,-97.747167
348,30.37739,-97.708921
349,30.264374,-97.690369
350,30.387986,-97.692097
351,30.204509,-97.837746
352,30.242265,-97.579811
353,30.210905,-97.767617
354,30.367713,-97.65414
355,30.295073,-97.737873
356,30.300418,-97.684449
357,30.200513,-97.693499
358,30.326171,-97.754349
359,30.267153,-97.743061
360,30.468352,-97.779478
361,30.363602,-98.000607
362,30.270954,-97.715951
363,30.495926,-97.761284
364,30.255131,-97.755822
365,30.196802,-97.989443
366,30.185631,-97.891941
367,30.449641,-97.774947
368,30.417358,-97.724913
369,30.297609,-97.741842
370,30.319566,-97.669286
371,30.255898,-97.835613
372,30.515106,-97.745037
373,30.374937,-97.891305
374,30.436343,-97.806921
375,30.236042,-97.729924
376,30.196588,-97.858824
377,30.354751,-97.989375
378,30.334315,-97.801236
379,30.285141,-97.707892
380,30.198866,-97.814835
381,30.249454,-97.745012
382,30.425445,-97.760627
383,30.497542,-97.760875
384,30.429669,-97.716887
385,30.392031,-97.93775
386,30.364229,-97.904628
387,30.180605,-97.90631
388,30.421842,-97.926246
389,30.317752,-97.961204
390,30.267153,-97.743061
391,30.267153,-97.743061
392,30.267153,-97.743061
393,30.267153,-97.743061
394,30.222744,-97.869009
395,30.217758,-97.857461
396,30.201756,-97.975612
397,30.349619,-97.983083
398,30.185335,-97.900625
399,30.435859,-97.81943
400,30.492718,-97.765881
401,30.399882,-97.845585
402,30.350217,-97.902503
403,30.19683,-97.987676
404,30.415849,-97.728185
405,30.37569,-97.741066
406,30.31155,-97.767245
407,30.442497,-97.804565
408,30.278393,-97.710536
409,30.191181,-97.90231
410,30.353272,-97.911873
411,30.19499,-97.888456
412,30.33044,-97.923799
413,30.360879,-97.968584
414,30.369443,-97.919583
415,30.322516,-97.737631
416,30.195131,-97.861939
417,30.343399,-97.864421
423,30.254801,-97.767425
424,30.301554,-97.753928
425,30.292538,-97.682806
426,30.347954,-98.016706
427,30.51237,-97.747012
428,30.276222,-97.714928
429,30.270395,-97.716499
430,30.353105,-98.006843
431,30.565684,-97.789645
432,30.352844,-98.007914
433,30.192345,-97.917474
434,30.326463,-97.738861
435,30.184367,-97.835801
436,30.188372,-97.986954
437,30.258422,-97.876144
438,30.193554,-97.857605
439,30.18619,-97.980405
440,30.502945,-97.742463
441,30.161919,-97.941122
442,30.349234,-98.01453
443,30.298232,-97.702716
444,30.207438,-97.879674
445,30.425627,-97.797689
446,30.322194,-97.98775
447,30.492748,-97.758507
448,30.443682,-97.813729
449,30.218929,-97.869441
450,30.319041,-97.726525
451,30.390095,-97.667268
452,30.442626,-97.794047
453,30.383596,-97.760044
454,30.231285,-97.784512
455,30.274159,-97.708283
456,30.263323,-97.717228
457,30.215066,-97.802534
458,30.426393,-97.794903
459,30.166689,-97.835222
460,30.318219,-97.726
461,30.245662,-97.771719
462,30.365263,-97.760188
463,30.382805,-97.918
464,30.358982,-97.718155
465,30.376066,-97.901223
466,30.224276,-97.864809
467,30.239918,-97.7628
468,30.1806,-97.827016
469,30.245462,-97.760205
470,30.305989,-97.717642
471,30.146689,-97.80499
472,30.191294,-97.869204
473,30.239918,-97.7628
474,30.332286,-97.714726
475,30.290035,-97.742525
476,30.358828,-97.992121
477,30.377609,-97.846977
478,30.244854,-97.76448
479,30.289205,-97.670933
480,30.33204,-97.699427
481,30.454052,-97.816945
482,30.264723,-97.717466
483,30.382109,-97.918462
484,30.374337,-97.919856
485,30.20042,-97.970278
486,30.242691,-97.901044
487,30.449603,-97.673963
488,30.38007,-97.891531
489,30.232406,-97.910623
490,30.499439,-97.765988
491,30.374067,-97.744806
